전통주명,도수,규격,주원료,제조사,가격,주종,판매 url,정보,맛,안주,,,,
한비오가피술골드,35,500ml,"국내산 쌀, 국내산 오가피",제천한약(영),"￦30,000(375ml), ￦50,000(750ml)(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113505,한비 동충하초술'은 국내산 쌀을 발효하여 증류한 후 10년생 친환경 가시오가피 뿌리와 동충하초와 감초를 함께 숙성시킨 전통주이다.,"향:4, 바디감:4, 목넘김:1",육류:삼계탕,,,,
한주,35,360ml,"국내산 쌀, 밀누룩, 정제수",한주양조,"￦12,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113505,한비 오가피술'은 국내산 쌀을 발효하여 증류한 후 10년생 친환경 가시오가피 뿌리와 함께 숙성시킨 전통주이다. 재료로 쓰이는 오가피는 국내에서 유일하게 농산물우수관리인증(GAP)을 받은 것으로 중국산 오가피에 비해 약효성분이 6배나 더 함유하고 있다고 한다.,"향:2, 바디감:3, 목넘김:2",중식,,,,
한비 오가피술,35,"375ml, 750ml","국내산 쌀, 누룩, 가시오가피 뿌리, 정제수",제천한약영농조합법인,"￦30,000(375ml), ￦50,000(750ml)(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://www.hanju.kr/,"땀을 내듯 증류시킨다는 뜻으로 한주(汗酒), 이슬같이 받아낸다는 의미로 로주(露酒)라고도 불린다. 서울시 무형문화재 제2호 송절주의 기능보유자 故박아지 여사와 며느리 이성자 선생에 의해 계승 발전되어 왔다.","향:3, 바디감:3, 목넘김:3",육류:돼지고기,,,,
두레앙증류주,35,750ml,거봉포도,두레양조,"￦35,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113505,한비 오가피술'은 국내산 쌀을 발효하여 증류한 후 10년생 친환경 가시오가피 뿌리와 함께 숙성시킨 전통주이다. 재료로 쓰이는 오가피는 국내에서 유일하게 농산물우수관리인증(GAP)을 받은 것으로 중국산 오가피에 비해 약효성분이 6배나 더 함유하고 있다고 한다. 인공첨가물을 넣지 않고 전통기법으로 제조하여 알코올 도수 35%의 고도주이나 부드럽게 마실 수 있다.,"향:2, 바디감:3, 목넘김:2",중식,,,,
금휘,35,500ml,"국내산 쌀, 황기, 금나노화된 황금물",용두산조은술(영),,일반증류주,https://dureang.modoo.at/,"두레앙 와인은 와인이 떫은맛을 내는 타닌 성분이 강하지 않고, 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다. 바로 이 거봉 포도를 주원료로 생산된 와인을 증류, 숙성, 여과거쳐 생산된 것이 두레앙 증류주이다. 두레앙 증류주는 증류 과정에서 두통을 유발하는 초류와 후류를 제거해 깔끔한 맛을 자랑한다. 특히 맛을 좋게 하기 위해 감압식 증류로 생산, 일반 농가에서 만들어 먹는 증류주에 비해 불 냄새가 없고 포도향이 강해 제대로 된 거봉 증류주의 풍미를 만끽할 수 있다.","향:2, 바디감:2, 목넘김:2",,,,,
두레앙,35,750ml,국내산 포도,두레양조,"￦35,000(가격은 판매처 별로 상이할 수 있습니다.)",증류주,,"양조장이 위치하는 제천 송한리는 조선시대부터 물 좋고 소나무가 번성하며, 한국약초의 본향으로 유명하다. 이 지역에는 황기를 비롯한 약초가 많이 자생하고 있어 이를 이용한 여러 종류의 막걸리와 증류주를 생산하고 있다. 금휘는 순금 99.9%(함량0.23ug)가 함유되어 있고 제천 황기와 국내산 쌀로 빚은 전통증류주로 특히 에너지(氣)가 다량 방출되는 전통 황금주이다.",,중식,,,,
백이주,35,800ml,"쌀(국산), 홍마늘액(국산), 감초(국산), 개량누룩(국산), 효모, 정제효소제, 정제수, 밀함유",농업회사법인(주)세찬,"￦30,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,https://dureang.modoo.at/,"두레앙 와인은 와인이 떫은맛을 내는 타닌 성분이 강하지 않고, 프랑스의 유명 와인인 보졸레 누보와의 소비자 비교 시음회에서 맛은 물론 가격에서도 월등하다는 평을 받은 우수한 와인이다. 천안 입장 지역의 거봉 포도는 알이 굵고 단맛이 높아 남녀노소 누구나 좋아하는 명품 포도로 자리매김하고 있다. 바로 이 거봉 포도를 주원료로 생산된 와인을 증류, 숙성, 여과거쳐 생산된 것이 두레앙 증류주이다. 두레앙 증류주는 증류 과정에서 두통을 유발하는 초류와 후류를 제거해 깔끔한 맛을 자랑한다. 특히 맛을 좋게 하기 위해 감압식 증류로 생산, 일반 농가에서 만들어 먹는 증류주에 비해 불 냄새가 없고 포도향이 강해 제대로 된 거봉 증류주의 풍미를 만끽할 수 있다.","향:2, 바디감:2, 목넘김:2",디저트:샐러드,,,,
예천주 사월365,36.5,375ml,"오미자(국내산)증류원액, 건오미자(국내산)추출액, 정제수",농업회사법인(주)착한농부,"￦29,000 (가격은 판매처 별로 상이할 수 있습니다)",과실주,https://smartstore.naver.com/se-chan,마늘의 고유 향은 감추되 마늘의 백리만 듬뿍 담아 좋은 재료만을 사용한 지역 전통주이다.,"단맛:2, 신맛:2, 청량감:1, 바디감:3","탕/전골:김치찜, 찌개류",,,,
송화백일주,38,700ml,"송화, 솔잎, 산수유, 오미자, 구기자",송화양조원,"￦45,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,http://예천주.kr,예천주 사월'는 경북 예천의 친환경 오미자를 원료로 국세청으로부터 이전 받은 특허공법과 농업회사법인(주)착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다.,"향:3, 바디감:2, 목넘김:3",육류:오리백숙,,,,
명품홍주,38,375ml,"쌀, 지초",대대로영농조합법인,,리큐르,http://www.songhwa.co.kr/default/,"송화백일주는 국가지정 전통민속주로서 소나무에서 나오는 꽃가루와 솔잎을 침출하여 만들어지기 때문에 소나무 고유의 풍미를 맛볼 수 있다. 색깔이 황금빛에 가깝고, 증류를 하여 장기보관이 가능하다.","향:3, 바디감:3, 목넘김:3",육류:삼계탕,,,,
병영설성사또,40,750ml,"국내산 쌀, 국내산 오디, 국내산 복분자",병영주조장,"￦40,000 (가격은 판매처 별로 상이할 수 있습니다)",증류주,http://www.e-hongju.co.kr,"고두밥을 지어 덧술을 만들고, 발효가 끝난 덧술을 가마솥에 부어 예열해, 가마솥 위에 소줏고리를 올려 증류된 소주를 내린다. 마지막으로 지초뿌리에 소주를 통과시키면 붉은 빛깔을 자랑하는 홍주가 탄생된다. 술의 색상이 지초에서 용출되어 CD00000233이 아름답게 착색되어 시각적인 매력을 느끼게하고 동시에 술맛과 향이 전통증류주의 독특한 향기를 지니고 있다. 지초 추출액은 예로부터 상처, 화상치료 등 연고제로 활용되고 항균작용이 우수하여 염료로 사용되기도 하였다. 한방 약리작용 분석에 의하면 알콜해독작용(간장), 위장관에 정장작업, 설사, 변비, 복통, 체중조절, 식중독 등에 효험이 있으며 특히 고혈압, 신경통, 심장병 등에 좋다. 이 때문에 높은 알코올 도수에도 불구하고 숙취가 적은 술로 알려져 있다",,탕/전골:조개찜 ,,,,
"진도홍주, 만홍",40,"400ml, 500ml","국내산 쌀, 국내산 지초",대대로영농조합법인,,일반증류주,https://byjujo.modoo.at/,병영설성사또'는 병영면 수인산의 맑은 물과 유기농 햅쌀을 사용하여 전통과 현대의 제조기법이 결합하여 만들어진 정직한 제품이다. 술을 빚기 위해서는 누룩이 필요한데 병영양조장의 제품은 일본식 입국이 아니라 전통 누룩을 사용하여 술을 빚는다.,"향:4, 바디감:3, 목넘김:3",탕/전골:전골류,,,,
문배술,40,"500ml, 1000ml","국내산 찰수수, 국내산 메조",문배주양조원,,증류주,http://www.e-hongju.co.kr,고려시대부터 지초주라하여 임금님께 진상 되었던 고급술로 첨가물을 사용하지 않은 순곡증류주이다. 지초의 붉은색이 눈을 즐겁게 하고 목 넘김이 부드러우며 강하고 깨끗한 맛으로 시간이 지날수록 풍미가 좋아진다. 진도군수의 품질인증제품으로 소비자의 입맛에 맞도록 38%와 40% 등 다양한 도수생산은 물론 품질향상에 항상 노력을 기울이고 있다.,,해산물:문어회,,,,
천지향 증류주,40,500ml,국내산 복분자,함평천지복분자(영),,증류주,www.moonbaesool.co.kr,"고려시대 신하들이 왕에게 좋은 술을 진상하여 벼슬을 얻게 되었는데 그 중 으뜸 가문의 술이 ‘문배술’이었다. 이후 고려중엽 후손들에 의해 널리 파급되었고, 현재 문배주양조원에서 5대에 걸쳐 술을 빚어 오고 있다. 문배술은 평안도지방에 전승되어 오던 술로 누룩과 곡물로만 빚는 술임에도 문배나무향기가 난다. 인공적인첨가제가 전혀 없이 맛과 향을 낼 수 있는 특징을 지니고 있기에 역사적, 문화적 가치는 물론이고, 식품산업적인의미도 내포하고 있다. 고도주임에도 목 넘김이 부드럽고 입속 가득한 향기로 감칠맛을 더할 수 있는 순곡의 증류주이다.",,해산물:참숭어회,,,,
감홍로,40,400ml,국내산 쌀,감홍로,"￦90,000(가격은 판매처 별로 상이할 수 있습니다.)",증류주,www.redmountain.co.kr, 무농약 친환경 복분자로 빚은 복분자주를 5년의 연구를 거친 특허공법으로 증류해 만든 세계유일의 복분자 브랜디로 40도의 높은 도수임에도 혀끝을 감싸는 부드러운 맛과 브랜디 특유의 바디감이 특징이다.,,육류:삼겹살,,,,
의림소주,40,700ml,국내산 쌀,제천한약(영),,일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075517,"감홍로(甘紅露)의 감(甘)은 단맛을, 홍(紅)은 붉은 색을, 로(露)는 증류된 술이 항아리 속에서 이슬처럼 맺힌다는 뜻으로 독특한 향이 어우러져 미각, 시각, 후각을 만족시키는 술이다. 감홍로는 고려시대부터 전해 내려온 우리나라 고유의 술로, 육당 최남선(1890~1957)은 전라도 죽력고, 황해도 이강주와 함께 감홍로를 조선 3대 명주로 칭하며 그중에서도 감홍로를 첫 번째로 꼽았다.","향:3, 바디감:3, 목넘김:4",육류:육회,,,,
진도홍주 루비콘,40,375ml,"쌀, 누룩, 지초, 정제수",대대로영농조합법인,"￦10,000(가격은 판매처 별로 상이할 수 있습니다.)",증류주,www.jcmedi.com,독특한 향과 깨끗한 맛을 내기 위하여 100% 국내산 쌀을 발효시켜 최신공법인 감압증류방식으로 빚어냈다. 탄내를 제거시킨 향긋한 쌀향이 그윽하며 깨끗하고 깔끔한 맛과 향을 내는 증류식소주이다.,,해산물:송어회,,,,
금과 명주,40,750ml,"사과증류주, 고과당, 사과향, 카라멜",㈜한국애플리즈,,리큐르,https://jindosul.modoo.at/,"고려 초부터 빚기 시작한 진도 홍주는 임금에게 올려졌던 진상품 중 으뜸으로 천년을 간직한 지역의 대표적 전통주이다. 1994년에 전라남도 무형문화재 제26호로 지정되었다. 화끈한 맛과 그 화려한 빛깔 때문에 한눈에 반하고 마는 천년 전통의 명주인 진도 홍주는 쌀이 '신비의 영약'으로 불리는 한약재 '지초(芝草)'와 만나 미(味), 향(香), 색(色)을 고루 갖춘 고품격 명주로 특히 주재료인 지초는 동의보감, 본초강목에서 강장, 해독, 청열 등에 효과가 있다고 전해오며 예부터 민간에서는 지초를 산삼에 못지않은 '신비한 약초'라고 불렀다.","향:3, 바디감:3, 목넘김:3",해산물:조개찜,,,,
예천주복 만월40,40,350ml,"복분자증류원액, 복분자과즙, 정제수",착한농부,"￦19,200 (가격은 판매처 별로 상이할 수 있습니다)",리큐르,http://www.applewine.co.kr/,경북 의성 사과와 옹기 항아리를 사용해 사과 브랜디의 깊은 맛과 향을 냈다. 사과의 단맛 속에 숨어있던 쌉싸름한 맛과 상큼함을 느낄 수 있으며 중후한 향이 난다.,,"디저트:다크초콜릿, 아이스크림",,,,
진맥 소주,40,200ml,통밀 소주원액,맹개술도가,"200ml?￦22,000, 500ml?￦49,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주, https://goodfarmer.modoo.at/,예천주복 만월'은 경북 예천의 친환경 복분자를 원료로 농업회사법인(주)착한농부에서 선보이는 복분자 증류주이다. 은은한 분홍빛의 띄고 있으며 알코올 도수가 높지만 자극적이지 않고 가벼운 목 넘김과 복분자의 향미가 가득한 술이다.,"향:4, 바디감:4, 목넘김:3",해산물:장어구이,,,,
제주낭만,40,500ml,"쌀, 백도라지",술도가제주바당,,증류식소주,https://smartstore.naver.com/millfun/products/4871921490,진맥소주는 안동 명개마을에서 직접 재배한 유기농 통밀로 상압 증류한 전통 수제 방식의 국내 유일의 밀로 만든 소주다. 밀 씨앗을 뿌리는 것부터 술을 병에 담기까지는 한결같은 정성이 깃든다.,"향:4, 바디감:2, 목넘김:3",육류:수육,,,,
키위술,40,500ml,"그린키위, 골드키위",술도가제주바당,,증류주,https://jejudoga.modoo.at/, 쌀 100%를 사용하여 감압증류한 증류식 소주에 백도라지를 넣어 만든 술이다. 백도라지 향이 은은하게 퍼져 목넘김이 부드럽고 감칠맛을 느낄 수 있다. 40도의 고도수 술이여서 얼음을 넣고 온더락 스타일로 마실 수 있다.,,"육류:삼계탕, 오리주물럭",,,,
담솔,40,"500ml, 750ml","백미(함양산) 90%, 솔잎·송순(함양산) 10%",솔송주(명가원),,증류주,https://jejudoga.modoo.at/,제주산 그린키위와 골드키위로 빚은 증류주이다. 유럽식 가향 증류주 슈냅스(Schnapps) 제조방식을 사용하여 원재료인 키위의 향을 그대로 느낄 수 있고 고도수 술임에도 오랜 숙성 기간으로 끝맛이 상큼해 부담없이 마시기 좋은 술이다.,,해산물:회,,,,
오매락퍽,40,500ml,국내산 배증류원액,배상면주가,"￦52,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074175,"구운 매실을 뜻하는 '오매'와 증류주의 어원인 '아락'의 의미를 담고 있습니다. 배를 증류한 원액과 주독을 치유한다는 구운 매실로 빚어 부드러운 맛과 매실 특유의 향이 은은하게 입안을 채우는 프리미엄 전통주이다. 2015년 대한민국 우리술품평회 리큐르 부문 최우수상을 수상하고 2016년 몽드셀렉션 금상, 샌프란시스코 주류품평회 2개 부문 수상(패키지 디자인, 맛)하는 영예를 안았다.","향:3, 바디감:3, 목넘김:4",육류:육회,,,,
천비향 화주,40,375ml,"국내산 쌀, 누룩",좋은술,"￦50,000(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113477,천비향 화주'는 시중에 출시되어 있는 전통주와는 원료와 제조방법에서 완전히 차별화를 기하고 국내산 누룩과 1등급 평택 슈퍼오닝쌀만을 이용해 오양주로 빚고 100일간의 발효과정과 9개월간의 장기 저온숙성 과정을 거쳐 탄생한 프리미엄 약주를 증류한 제품이다. 인공감미료 및 방부제는 사용하지 않은 순수 쌀과 누룩만으로 빚어 원재료 쌀의 맛을 살렸다.,"향:5, 바디감:2, 목넘김:4",육류:오리주물럭,,,,
계룡산 산삼주 금수강산 40%,40,740ml,"산양산삼, 정제수, 주정",한국산삼,"￦150,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,http://iksiks.co.kr/,계룡산 산삼주'는 해발 400m 이상의 계룡산 줄기 무공해 청정지역에서 자란 10년 전후의 산양삼을 사용하여 한 해 5천 병만 한정 생산하는 제품이다. 산양삼의 그윽한 향과 모방할 수 없는 독특한 맛이 어우러진 고급 산삼주이다.,"향:3, 바디감:3, 목넘김:3",육류:삼계탕,,,,
한비 쌀소주,40,"375ml, 750ml","국내산 쌀, 누룩, 정제수",제천한약영농조합법인,"￦30,000(375ml), ￦40,000(750ml)(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113505,"한비 쌀소주'는 국내산 쌀 100%와 누룩, 그리고 제천의 맑은 물 이외에 향과 맛을 내기 위한 어떠한 인공첨가물도 넣지 않은 순수 전통소주이다. 알코올 도수 40%의 고도주이나 입안에서 전통소주의 향이 오래 남고 목 넘김이 부드러운 제품이다.","향:2, 바디감:2, 목넘김:3",육류:백숙,,,,
문경바람 오크,40,"750ml, 375ml",사과(문경),오미나라,"￦44,000(750ml), ￦30,000(375ml)(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100093073,문경바람 오크'는 한국 최초의 위스키 마스터블랜더 이종기 명인의 37년간 쌓아온 양조 기술로 탄생한 고급 증류주이다. 맛과 당도가 우수한 문경사과를 원료로 정통발효공법으로 제조한 사과와인을 증류하여 오크통에서 숙성하였다.,"단맛:2, 신맛:1, 청량감:1, 바디감:4",육류:삼겹살,,,,
추사40,40,500ml,사과,예산사과와인,"￦60,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100068987,농업회사법인 예산사과와인에서 직접 재배한 사과를 증류하여 프랑스의 칼바도스와 동일하게 오크통 숙성한 사과증류주이다.,"향:5, 바디감:3, 목넘김:1",해산물:생굴,,,,
징기스칸,40,375ml,레드와인,고도리 와이너리,,증류주,http://고도리와인.com,레드와인을 감압식 증류하여 38도로 만든 브랜디입니다. 미국 캘리포니아산 오크통에서 5년간 숙성하여 브랜디 마니아의 입맛에 맞추었다. 진한 스모키향과 연갈색 색깔은 소비자의 입맛을 유혹한다,,해산물:굴 요리,,,,
로아40 옐로우,40,350ml,"쌀(국산), 배(국산)",배혜정도가,"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069102,전통주 명가 배혜정도가에서 출시한 '배도가 로아 40도 옐로우'는 국내산 쌀과 배를 원료로 사용하여 빚은 술을 상압동 증류기를 통해 증류하여 장기간 숙성한 제품이다. '흰 빌깔의 이슬'이라는 뜻을 담은 프리미엄 증류주로써 로아를 만드는 한방울 한방울의 시간은 한국적인 정성스러움을 로아의 맑고 투명함은 비움과 여유 그리고 풍류를 의미한다. 배를 사용하여 고도주의 풍미를 부드럽게 감싸주고 은은하며 그윽하게 퍼지는 배향을 느낄 수 있는 제품이다.,"향:2, 바디감:2, 목넘김:3",젓갈류,,,,
오매락,40,500ml,"배를 증류한 원액, 정제수, 설탕, 매실, 오매(구운 매실)",배상면주가,"￦52,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074175,"구운 매실을 뜻하는 '오매'와 증류주의 어원인 '아락'의 의미를 담고 있습니다. 배를 증류한 원액과 주독을 치유한다는 구운 매실로 빚어 부드러운 맛과 매실 특유의 향이 은은하게 입안을 채우는 프리미엄 전통주이다. 2015년 대한민국 우리술품평회 리큐르 부문 최우수상을 수상하고 2016년 몽드셀렉션 금상, 샌프란시스코 주류품평회 2개 부문 수상(패키지 디자인, 맛)하는 영예를 안았다.","향:3, 바디감:3, 목넘김:4",육류:육회,,,,
제주술익는집 고소리술,40,400ml,"잡곡, 누룩, 정제수",제주고소리술익는집,"￦45,000(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100113496,"요약 '제주 고소리술'은 한 때, 개성소주, 안동소주와 더불어 우리나라 3대 소주로 손꼽을 정도로 그 명성을 떨쳤다. 향기롭고 진한 맛과 순한 듯 하면서도 은근하게 올라오는 취기로 술을 마시는 흥취가 있고 숙취가 없다고 한다.","향:4, 바디감:3, 목넘김:1",해산물:고등어 회,,,,
문배술 헤리티지 40도,40,200ml,"메조, 찰수수, 쌀",문배주양조원,"￦48,000(200ml*4병)(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100077340,"문배술은 메조와 찰수수를 이용하여 빚어낸 순곡의 증류주임에도 문배나무의 과실 향기가 난다고 하여 문배술이라 말하고 있다.  술의 생명력은 맛이요, 그 맛의 핵심은 향기라고 할 수 있는데 문배술은 알콜도수 40%임에도 불구하고 부드러운 목넘김과 입속 가득한 향기를 느낄 수 있는 우리의 전통소주이다. 문배술 헤리티지 40도 제품은 문배술의 맑고 청아한 맛과 향을 모던한 패키지에 담아낸 제품이다.","향:3, 바디감:4",육류:육회,,,,
계룡백일주 40%,40,600ml,"찹쌀, 백미, 누룩, 재래종국화꽃, 오미자, 진달래, 재래종 솔잎",계룡백일주,"￦150,000(가격은 판매처 별로 상이할 수 있습니다.)",리큐르,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074041,계룡백일주는 400여년을 이어온 한국의 전통 명주로서 조선 인조시대부터 궁중술의 제조비법을 하사받아 연안이씨 가문에서 15대째 대를이어 내려온 명주이다. 백일주 빚기에 평생을 바친 이성우 명인의 장인정신과 정성으로 빚어지며 은은한 향과 진한 감칠맛이 일품으로 옛부터 임금님께 진상하던 궁중술이었다. 16도 계룡백일주를 증류하여 만든 계룡백일주 40도를 얻고 12년을 숙성시켜 깊은 맛을 더했다.,"향:3, 바디감:4",없음,,,,
감홍로 백자,40,"400ml, 700ml","쌀(70%), 메조(30%), 용안육, 진피, 생강, 정향, 감초, 지초",감홍로,"￦75,000(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075517,"감홍로(甘紅露)의 감(甘)은 단맛을, 홍(紅)은 붉은 색을, 로(露)는 증류된 술이 항아리 속에서 이슬처럼 맺힌다는 뜻으로 독특한 향이 어우러져 미각, 시각, 후각을 만족시키는 술이다. 감홍로는 고려시대부터 전해 내려온 우리나라 고유의 술로 육당 최남선(1890~1957)은 전라도 죽력고, 황해도 이강주와 함께 감홍로를 조선 3대 명주로 칭하며 그중에서도 감홍로를 첫 번째로 꼽았다.","향:3, 바디감:4",육류:육회,,,,
타미앙스,40,500ml,"국내산 쌀, 국내산 한약재",추성고을,"￦50,000 (가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100075524,"세계3대주류품평회중 유일하게 2관왕을 차지한 자랑스러운 우리술 '타미앙스'는 대나무숯 여과 등 독특한 제조비법과 오랜 숙성을 통해나온 황금색 빛깔의 아름다움 그 자체를 만나볼 수 있다. 황금색 빛깔이 찬란한 '타미앙스'는 담양을 프랑스어로 부르는 말인데, 담양의 특색에 맞게 대나무 숯으로 여과하여 깔끔하며 수입주류를 대체할 수 있는 주류로 각광받고 있다.","단맛:1, 신맛:0, 청량감:2, 바디감:2",해산물:옥돔구이,,,,
막시모 40,40,500ml,"국내산 오미자 증류원액, 국내산 오미자 원액, 정제수",착한농부,"￦49,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,https://goodfarmer.modoo.at/,막시모40'은 경북 예천의 친환경 오미자를 원료로 국세청으로부터 이전 받은 특허공법과 농업회사법인(주)착한농부의 주류 생산 역량이 결합하여 탄생한 프리미엄 오미자 증류주이다.,"향:4, 바디감:3, 목넘김:3",육류:양념 불고기,,,,
고구마 아락,40,500ml,"정제수, 고구마, 보리",배상면주가,"￦25,000(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100074175,,"향:3, 바디감:3",디저트:견과류,,,,
예천주복 만월24,40,350ml,"복분자(국내산)증류원액, 복분자(국내산)과즙, 정제수",농업회사법인(주)착한농부,"￦12,800 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,http://예천주.kr/,예천주복 만월'은 경북 예천의 친환경 복분자를 원료로 농업회사법인(주)착한농부에서 선보이는 복분자 증류주이다. 은은한 분홍빛의 띄고 있으며 알코올 도수가 높지만 자극적이지 않고 가벼운 목 넘김과 복분자의 향미가 가득한 술이다.,"향:2, 바디감:3, 목넘김:3",해산물:장어구이,,,,
안동소주 일품 40도 골드,40,500ml,"국내산 쌀, 입국",안동소주일품,"￦18,000(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100083199,"안동소주 일품 40도 골드'는 전통적인 안동소주 제조방식으로 술을 빚은 후 오크통에서 한번 더 숙성시켜 브랜딩한 프리미엄 소주이다. 2015년 대한민국 우리술품평회에서 증류식소주 부문 대상을 수상, 2016년 세계적인 권위의 주류품평회 몽드셀렉션에서 금상을 수상하며 그 품질력을 인정 받았다.","향:1, 바디감:3",해산물:간고등어 구이,,,,
설레온,40,375ml,"쌀, 누룩, 효모, 정제수",농업회사법인 대윤가야곡주조(주),"￦20,000(가격은 판매처 별로 상이할 수 있습니다.)",증류식소주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100112678,"설레온'은 오랜 전통의 '가야곡왕주'가 '대윤가야곡주조'로 새출발을 하며 현대적 감성을 가진 진화하는 전통주 상품개발의 일환으로 선보인 제품이다. 첫 눈을 맞는 설레임과 눈 덮인 설경의 깨끗함, 그런 풍경이 전하는 따스하고 포근한 느낌을 제품에 담았다.","향:1, 바디감:3",육류:한우,,,,
샤토미소 영동,40,200ml,포도,도란원,"￦30,000 (가격은 판매처 별로 상이할 수 있습니다)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100069001,샤토미소 영동'은 포도의 고창 충북 영동에서 생산된 포도로 와인을 빚고 그 와인을 증류하여 만든 제조사 도란원만의 독창적인 맛과 향을 자아내는 브랜디이다. 브랜디는 '브랜디와인'의 줄임말인데 과실을 양조하여 증류한 술이지만 보통 단순히 브랜디라고 하면 포도주를 증류한 술을 가리킨다. 2018년 한국와인대상 주류품평회에서 골드상을 수항하며 와인의 명가 도란원 제품의 새로운 지평을 열고 있다.,"향:3, 바디감:4, 목넘김:2",해산물:메로구이,,,,
병영소주,40,700ml,"정제수, 보리증류식 소주원액(보리: 국내산)",병영양조장,"￦59,400 (가격은 판매처별로 상이할 수 있습니다.)",증류식소주,http://byjujo.modoo.at/,"강진 병영면은 조선시대 지역 병권을 총괄했던 전라병영이 위치한 중요한 군사기지로 지금까지 그때의 흔적들이 전해져 내려오고 있는데, 당시 장군들이 즐겨마시던 술이 명맥을 이어와 김견식 명인의 손끝에서 재탄생 되었다. 바로 그 술이 바로 병영소주다. 병영소주는 쌀이 귀하던 시절 빚어 마셨던 술이였다. 병영주조에서는 그 방식 그대로 보리쌀과 손수 빚은 누룩으로 밑술을 만들어 3주 이상 숙성시킨 뒤 여과와 증류를 통해 빚어내고 있는데, 고도주임에도 불구하고 목넘김이 부드럽고 향이 온화한 술로 평가받고 있다.","단맛:3, 신맛:0, 청량감:3, 바디감:2",명량젓,,,,
문경바람 백자 40,40,750ml,사과,제이엘,"￦40,000(750ml), ￦25,500(375ml)(가격은 판매처 별로 상이할 수 있습니다.)",일반증류주,https://shopping.naver.com/fresh/traditionalalcohol/stores/100093073,"문경바람 오크'는 오미자와인과 오미자브랜디로 한국술의 새로운 지평을 연 위스키 마스터블랜더 이종기 장인에 의해 탄생한 프리미엄 증류주이다. '문경바람'은 당도가 높은 문경에서 자란 사과를 착즙, 발효하여 1차, 2차 증류하여 문경 전통도자기에서 300일간 숙성한 제품이다. 부드러운 목 넘김에 이어 사과향과 민트향의 여운이 입안에 오래 지속된다. 또한 다양한 부재료를 활용하여 칵테일로 즐기기에도 좋은 제품이다.","단맛:4, 신맛:2, 청량감:1, 바디감:3",디저트:사과 절임,,,,
